repo_full_name,user_id,action,reference,occurred_at
openai/openai-agents-python,github-actions,labeled,https://github.com/openai/openai-agents-python/pull/2245,2026-01-16T02:12:56Z
openai/openai-agents-python,github-actions,pr_opened,https://github.com/openai/openai-agents-python/pull/2319,2026-01-16T05:31:44Z
openai/openai-agents-python,github-actions,labeled,https://github.com/openai/openai-agents-python/pull/2319,2026-01-16T05:31:45Z
openai/openai-agents-python,github-actions,pr_opened,https://github.com/openai/openai-agents-python/pull/2326,2026-01-17T00:43:11Z
openai/openai-agents-python,github-actions,commented,https://github.com/openai/openai-agents-python/issues/2259,2026-01-18T02:13:18Z
openai/openai-agents-python,github-actions,closed,https://github.com/openai/openai-agents-python/issues/2259,2026-01-18T02:13:19Z
openai/openai-agents-python,github-actions,closed,https://github.com/openai/openai-agents-python/issues/2232,2026-01-18T02:13:20Z
openai/openai-agents-python,github-actions,commented,https://github.com/openai/openai-agents-python/issues/2232,2026-01-18T02:13:20Z
openai/openai-agents-python,github-actions,labeled,https://github.com/openai/openai-agents-python/pull/2332,2026-01-19T01:35:06Z
openai/openai-agents-python,github-actions,pr_opened,https://github.com/openai/openai-agents-python/pull/2332,2026-01-19T01:35:06Z
openai/openai-agents-python,github-actions,commented,https://github.com/openai/openai-agents-python/pull/2282,2026-01-19T02:13:12Z
openai/openai-agents-python,github-actions,labeled,https://github.com/openai/openai-agents-python/pull/2282,2026-01-19T02:13:12Z
openai/openai-agents-python,github-actions,pr_opened,https://github.com/openai/openai-agents-python/pull/2336,2026-01-20T00:36:31Z
openai/openai-agents-python,github-actions,labeled,https://github.com/openai/openai-agents-python/pull/2336,2026-01-20T00:36:32Z
openai/openai-agents-python,github-actions,commented,https://github.com/openai/openai-agents-python/issues/2266,2026-01-20T02:12:54Z
openai/openai-agents-python,github-actions,labeled,https://github.com/openai/openai-agents-python/issues/2266,2026-01-20T02:12:54Z
openai/openai-agents-python,github-actions,pr_opened,https://github.com/openai/openai-agents-python/pull/2338,2026-01-20T02:22:16Z
openai/openai-agents-python,github-actions[bot],pr_opened,https://github.com/openai/openai-agents-python/pull/2261,2026-01-06T02:34:39Z
openai/openai-agents-python,github-actions[bot],pr_opened,https://github.com/openai/openai-agents-python/pull/2262,2026-01-06T02:35:40Z
openai/openai-agents-python,github-actions[bot],pr_opened,https://github.com/openai/openai-agents-python/pull/2310,2026-01-15T03:44:01Z
openai/openai-agents-python,github-actions[bot],pr_opened,https://github.com/openai/openai-agents-python/pull/2312,2026-01-15T07:06:26Z
openai/openai-agents-python,github-actions[bot],pr_opened,https://github.com/openai/openai-agents-python/pull/2315,2026-01-15T23:20:20Z
openai/openai-agents-python,github-actions[bot],pr_opened,https://github.com/openai/openai-agents-python/pull/2316,2026-01-16T01:40:32Z
openai/openai-agents-python,github-actions[bot],pr_opened,https://github.com/openai/openai-agents-python/pull/2319,2026-01-16T05:31:44Z
openai/openai-agents-python,github-actions[bot],pr_opened,https://github.com/openai/openai-agents-python/pull/2326,2026-01-17T00:43:11Z
openai/openai-agents-python,github-actions[bot],pr_opened,https://github.com/openai/openai-agents-python/pull/2332,2026-01-19T01:35:06Z
openai/openai-agents-python,github-actions[bot],pr_opened,https://github.com/openai/openai-agents-python/pull/2336,2026-01-20T00:36:31Z
openai/openai-agents-python,github-actions[bot],pr_opened,https://github.com/openai/openai-agents-python/pull/2338,2026-01-20T02:22:16Z
openai/openai-agents-python,gustavz,pr_opened,https://github.com/openai/openai-agents-python/pull/2284,2026-01-08T17:31:39Z
openai/openai-agents-python,gustavz,labeled,https://github.com/openai/openai-agents-python/pull/2284,2026-01-08T17:31:41Z
openai/openai-agents-python,gustavz,reviewed,https://github.com/openai/openai-agents-python/pull/2284,2026-01-08T18:02:11Z
openai/openai-agents-python,gustavz,reviewed,https://github.com/openai/openai-agents-python/pull/2284,2026-01-08T18:13:08Z
openai/openai-agents-python,gustavz,reviewed,https://github.com/openai/openai-agents-python/pull/2284,2026-01-09T07:25:59Z
openai/openai-agents-python,gustavz,reviewed,https://github.com/openai/openai-agents-python/pull/2284,2026-01-09T08:06:13Z
openai/openai-agents-python,gustavz,reviewed,https://github.com/openai/openai-agents-python/pull/2284,2026-01-09T08:06:19Z
openai/openai-agents-python,gustavz,pr_opened,https://github.com/openai/openai-agents-python/pull/2299,2026-01-12T13:24:04Z
